pollno,race,year,location,type_simple,type_detail,pollster,pollster_rating_id,polldate,samplesize,cand1_name,cand1_pct,cand2_name,cand2_pct,cand3_pct,margin_poll,electiondate,cand1_actual,cand2_actual,margin_actual,error,bias,rightcall,comment,partisan
5381100,2000_Sen-G_MO,2000,MO,Sen-G,Sen-G,Zogby Interactive/JZ Analytics,395,11/5/2000,600,Democrat,50,Republican,47,6,3,11/7/2000,50.47,48.39,2.08,0.92,0.92,1,"previously listed as Zogby Analytics, telephone",NA
5381101,2000_Sen-G_NJ,2000,NJ,Sen-G,Sen-G,Rasmussen Reports/Pulse Opinion Research,277,11/5/2000,637,Democrat,43,Republican,44,NA,-1,11/7/2000,50.11,47.1,3.01,4.01,-4.01,0,NA,NA
5381102,2000_Sen-G_NY,2000,NY,Sen-G,Sen-G,Zogby Interactive/JZ Analytics,395,11/5/2000,700,Democrat,49,Republican,50,2,-1,11/7/2000,55.27,43.01,12.26,13.26,-13.26,0,"previously listed as Zogby Analytics, telephone",NA
5381103,2000_Sen-G_OH,2000,OH,Sen-G,Sen-G,Zogby Interactive/JZ Analytics,395,11/5/2000,600,Democrat,31,Republican,57,NA,-26,11/7/2000,35.87,59.9,-24.03,1.97,-1.97,1,"previously listed as Zogby Analytics, telephone",NA
5381104,2000_Sen-G_PA,2000,PA,Sen-G,Sen-G,Rasmussen Reports/Pulse Opinion Research,277,11/5/2000,1091,Democrat,38,Republican,52,NA,-14,11/7/2000,45.51,52.42,-6.91,7.09,-7.09,1,NA,NA
5381105,2000_Sen-G_PA,2000,PA,Sen-G,Sen-G,Zogby Interactive/JZ Analytics,395,11/5/2000,600,Democrat,34,Republican,51,3,-17,11/7/2000,45.51,52.42,-6.91,10.09,-10.09,1,"previously listed as Zogby Analytics, telephone",NA
5381106,2000_Sen-G_TN,2000,TN,Sen-G,Sen-G,Zogby Interactive/JZ Analytics,395,11/5/2000,500,Democrat,27,Republican,63,2,-36,11/7/2000,32.21,65.1,-32.89,3.11,-3.11,1,"previously listed as Zogby Analytics, telephone",NA
5381107,2000_Sen-G_WA,2000,WA,Sen-G,Sen-G,Rasmussen Reports/Pulse Opinion Research,277,11/5/2000,909,Democrat,43,Republican,47,NA,-4,11/7/2000,48.73,48.64,0.09,4.09,-4.09,0,NA,NA
5381108,2000_Sen-G_WA,2000,WA,Sen-G,Sen-G,Zogby Interactive/JZ Analytics,395,11/5/2000,500,Democrat,52,Republican,47,NA,5,11/7/2000,48.73,48.64,0.09,4.91,4.91,1,"previously listed as Zogby Analytics, telephone",NA
5381109,2000_Sen-G_WI,2000,WI,Sen-G,Sen-G,Rasmussen Reports/Pulse Opinion Research,277,11/5/2000,1000,Democrat,56,Republican,39,NA,17,11/7/2000,61.54,37.04,24.5,7.5,-7.5,1,NA,NA
5381110,2000_Sen-G_WI,2000,WI,Sen-G,Sen-G,Zogby Interactive/JZ Analytics,395,11/5/2000,500,Democrat,62,Republican,31,NA,31,11/7/2000,61.54,37.04,24.5,6.5,6.5,1,"previously listed as Zogby Analytics, telephone",NA
5381145,2002_Sen-G_IA,2002,IA,Sen-G,Sen-G,Research 2000,281,10/15/2002,600,Democrat,50,Republican,41,NA,9,11/5/2002,54.18,43.78,10.4,1.4,-1.4,1,NA,NA
5381146,2002_Sen-G_IL,2002,IL,Sen-G,Sen-G,Research 2000,281,10/15/2002,600,Democrat,55,Republican,37,NA,18,11/5/2002,60.33,38.02,22.31,4.31,-4.31,1,NA,NA
5381147,2002_Sen-G_KY,2002,KY,Sen-G,Sen-G,SurveyUSA,325,10/15/2002,705,Democrat,31,Republican,66,NA,-35,11/5/2002,35.32,64.68,-29.36,5.64,-5.64,1,NA,NA
5381148,2002_Sen-G_MI,2002,MI,Sen-G,Sen-G,Mitchell Research & Communications,213,10/15/2002,600,Democrat,58,Republican,32,NA,26,11/5/2002,60.61,37.89,22.72,3.28,3.28,1,NA,NA
5381149,2002_Sen-G_MO,2002,MO,Sen-G,Sen-G,Research 2000,281,10/15/2002,600,Democrat,46,Republican,47,NA,-1,11/5/2002,48.67,49.8,-1.13,0.13,0.13,1,NA,NA
5381150,2002_Sen-G_NH,2002,NH,Sen-G,Sen-G,American Research Group,9,10/15/2002,600,Democrat,43,Republican,51,NA,-8,11/5/2002,46.4,50.82,-4.42,3.58,-3.58,1,NA,NA
5381151,2002_Sen-G_NJ,2002,NJ,Sen-G,Sen-G,Rutgers University,295,10/15/2002,458,Democrat,47,Republican,42,NA,5,11/5/2002,53.88,43.95,9.93,4.93,-4.93,1,NA,NA
5381152,2002_Sen-G_OK,2002,OK,Sen-G,Sen-G,SurveyUSA,325,10/15/2002,710,Democrat,37,Republican,53,NA,-16,11/5/2002,36.31,57.3,-20.99,4.99,4.99,1,NA,NA
5381153,2002_Sen-G_SC,2002,SC,Sen-G,Sen-G,Mason-Dixon Polling & Research Inc.,197,10/15/2002,625,Democrat,34,Republican,51,NA,-17,11/5/2002,44.19,54.4,-10.21,6.79,-6.79,1,NA,NA
5381154,2002_Sen-G_TX,2002,TX,Sen-G,Sen-G,Blum & Weprin Associates,32,10/15/2002,1002,Democrat,37,Republican,47,NA,-10,11/5/2002,43.33,55.3,-11.97,1.97,1.97,1,NA,NA
5381155,2002_Sen-G_TX,2002,TX,Sen-G,Sen-G,SurveyUSA,325,10/15/2002,683,Democrat,42,Republican,54,NA,-12,11/5/2002,43.33,55.3,-11.97,0.03,-0.03,1,NA,NA
5381159,2002_Sen-G_MO,2002,MO,Sen-G,Sen-G,American Viewpoint,10,10/16/2002,600,Democrat,41,Republican,49,NA,-8,11/5/2002,48.67,49.8,-1.13,6.87,-6.87,1,NA,R
5381160,2002_Sen-G_MO,2002,MO,Sen-G,Sen-G,SurveyUSA,325,10/16/2002,958,Democrat,50,Republican,47,NA,3,11/5/2002,48.67,49.8,-1.13,4.13,4.13,0,NA,NA
5381161,2002_Sen-G_NH,2002,NH,Sen-G,Sen-G,GQR Research (GQRR),126,10/16/2002,500,Democrat,45,Republican,43,NA,2,11/5/2002,46.4,50.82,-4.42,6.42,6.42,0,previously listed as Greenberg Quinlan Rosner (Democracy Corps),D
5381162,2002_Sen-G_TN,2002,TN,Sen-G,Sen-G,"North Star Opinion Research/Ayres, McHenry & Associates",233,10/16/2002,600,Democrat,34,Republican,50,NA,-16,11/5/2002,44.34,54.27,-9.93,6.07,-6.07,1,"previously listed as Ayres, McHenry & Associates",NA
5381163,2002_Sen-O_LA,2002,LA,Sen-G,Sen-O,Voter/Consumer Research,371,10/16/2002,500,Landrieu (D),44,Terrell (R),16,13,28,11/5/2002,46,27.24,18.76,9.24,9.24,1,NA,R
5381174,2002_Sen-G_GA,2002,GA,Sen-G,Sen-G,Mason-Dixon Polling & Research Inc.,197,10/17/2002,625,Democrat,47,Republican,41,NA,6,11/5/2002,45.9,52.77,-6.87,12.87,12.87,0,NA,NA
5381175,2002_Sen-G_OR,2002,OR,Sen-G,Sen-G,Riley Research Associates,290,10/17/2002,604,Democrat,34,Republican,52,NA,-18,11/5/2002,39.61,56.21,-16.6,1.4,-1.4,1,NA,NA
5381177,2002_Sen-G_TX,2002,TX,Sen-G,Sen-G,FM3 Research,91,10/17/2002,900,Democrat,42,Republican,41,NA,1,11/5/2002,43.33,55.3,-11.97,12.97,12.97,0,"previously listed as Fairbank, Maslin, Maullin, Metz & Associates",D
5381176,2002_Sen-G_TX,2002,TX,Sen-G,Sen-G,"Normington, Petts & Associates",232,10/17/2002,600,Democrat,44,Republican,46,NA,-2,11/5/2002,43.33,55.3,-11.97,9.97,9.97,1,previously listed as Bennett Petts & Blumenthal,D
5381183,2002_Sen-G_AR,2002,AR,Sen-G,Sen-G,Opinion Research Associates,242,10/18/2002,501,Democrat,48,Republican,43,NA,5,11/5/2002,53.9,46.1,7.8,2.8,-2.8,1,NA,NA
5381184,2002_Sen-G_NJ,2002,NJ,Sen-G,Sen-G,Quinnipiac University,267,10/18/2002,603,Democrat,52,Republican,43,NA,9,11/5/2002,53.88,43.95,9.93,0.93,-0.93,1,NA,NA
5381185,2002_Sen-G_NJ,2002,NJ,Sen-G,Sen-G,West Chester University,377,10/18/2002,404,Democrat,42,Republican,32,NA,10,11/5/2002,53.88,43.95,9.93,0.07,0.07,1,NA,NA
5381186,2002_Sen-G_OK,2002,OK,Sen-G,Sen-G,Consumer Logic,59,10/18/2002,750,Democrat,38,Republican,51,NA,-13,11/5/2002,36.31,57.3,-20.99,7.99,7.99,1,NA,NA
5381187,2002_Sen-G_TX,2002,TX,Sen-G,Sen-G,Frank N. Magid Associates Inc.,105,10/18/2002,550,Democrat,36,Republican,46,NA,-10,11/5/2002,43.33,55.3,-11.97,1.97,1.97,1,NA,NA
5381188,2002_Sen-G_TX,2002,TX,Sen-G,Sen-G,Scripps Howard,303,10/18/2002,795,Democrat,35,Republican,44,NA,-9,11/5/2002,43.33,55.3,-11.97,2.97,2.97,1,NA,NA
5381189,2002_Sen-O_LA,2002,LA,Sen-G,Sen-O,Mason-Dixon Polling & Research Inc.,197,10/18/2002,400,Landrieu (D),44,Terrell (R),20,15,24,11/5/2002,46,27.24,18.76,5.24,5.24,1,NA,NA
5381200,2002_Sen-G_SC,2002,SC,Sen-G,Sen-G,SurveyUSA,325,10/19/2002,764,Democrat,44,Republican,53,NA,-9,11/5/2002,44.19,54.4,-10.21,1.21,1.21,1,NA,NA
5381201,2002_Sen-G_TN,2002,TN,Sen-G,Sen-G,Mellman Group,205,10/19/2002,600,Democrat,44,Republican,50,NA,-6,11/5/2002,44.34,54.27,-9.93,3.93,3.93,1,NA,D
5381210,2002_Sen-G_RI,2002,RI,Sen-G,Sen-G,Brown University,35,10/20/2002,418,Democrat,61,Republican,14,NA,47,11/5/2002,78.42,21.58,56.84,9.84,-9.84,1,NA,NA
5381211,2002_Sen-G_TN,2002,TN,Sen-G,Sen-G,Ethridge & Associates LLC,89,10/20/2002,819,Democrat,36,Republican,45,NA,-9,11/5/2002,44.34,54.27,-9.93,0.93,0.93,1,NA,NA
5381212,2002_Sen-G_TN,2002,TN,Sen-G,Sen-G,SurveyUSA,325,10/20/2002,726,Democrat,45,Republican,49,NA,-4,11/5/2002,44.34,54.27,-9.93,5.93,5.93,1,NA,NA
5381227,2002_Sen-G_IA,2002,IA,Sen-G,Sen-G,SurveyUSA,325,10/21/2002,605,Democrat,57,Republican,40,NA,17,11/5/2002,54.18,43.78,10.4,6.600000000000001,6.600000000000001,1,NA,NA
5381228,2002_Sen-G_IL,2002,IL,Sen-G,Sen-G,Illinois Wesleyan University,147,10/21/2002,497,Democrat,51,Republican,33,NA,18,11/5/2002,60.33,38.02,22.31,4.31,-4.31,1,NA,NA
5381229,2002_Sen-G_IL,2002,IL,Sen-G,Sen-G,Richard Day Research Inc.,287,10/21/2002,800,Democrat,54,Republican,33,NA,21,11/5/2002,60.33,38.02,22.31,1.31,-1.31,1,NA,NA
5381230,2002_Sen-G_NH,2002,NH,Sen-G,Sen-G,American Research Group,9,10/21/2002,600,Democrat,46,Republican,48,NA,-2,11/5/2002,46.4,50.82,-4.42,2.42,2.42,1,NA,NA
5381231,2002_Sen-G_SD,2002,SD,Sen-G,Sen-G,Jim Meader (KELOLAND-TV),159,10/21/2002,600,Democrat,45,Republican,42,NA,3,11/5/2002,49.62,49.47,0.15,2.85,2.85,1,aka Jim Meader,NA
5381232,2002_Sen-O_LA,2002,LA,Sen-G,Sen-O,Southeastern Louisiana University,309,10/21/2002,537,Landrieu (D),44,Terrell (R),15,10,29,11/5/2002,46,27.24,18.76,10.24,10.24,1,NA,NA
5381254,2002_Sen-G_CO,2002,CO,Sen-G,Sen-G,Ciruli Associates,51,10/22/2002,400,Democrat,36,Republican,44,NA,-8,11/5/2002,45.77,50.7,-4.93,3.07,-3.07,1,NA,NA
5381255,2002_Sen-G_CO,2002,CO,Sen-G,Sen-G,SurveyUSA,325,10/22/2002,739,Democrat,46,Republican,48,NA,-2,11/5/2002,45.77,50.7,-4.93,2.93,2.93,1,NA,NA
5381256,2002_Sen-G_IL,2002,IL,Sen-G,Sen-G,Mason-Dixon Polling & Research Inc.,197,10/22/2002,625,Democrat,56,Republican,32,NA,24,11/5/2002,60.33,38.02,22.31,1.69,1.69,1,NA,NA
5381257,2002_Sen-G_IL,2002,IL,Sen-G,Sen-G,SurveyUSA,325,10/22/2002,528,Democrat,55,Republican,36,NA,19,11/5/2002,60.33,38.02,22.31,3.31,-3.31,1,NA,NA
5381258,2002_Sen-G_MI,2002,MI,Sen-G,Sen-G,Mitchell Research & Communications,213,10/22/2002,600,Democrat,61,Republican,27,NA,34,11/5/2002,60.61,37.89,22.72,11.28,11.28,1,NA,NA
5381259,2002_Sen-G_NC,2002,NC,Sen-G,Sen-G,SurveyUSA,325,10/22/2002,611,Democrat,44,Republican,50,NA,-6,11/5/2002,44.96,53.56,-8.6,2.6,2.6,1,NA,NA
5381260,2002_Sen-G_NJ,2002,NJ,Sen-G,Sen-G,CBS News/New York Times,36,10/22/2002,746,Democrat,52,Republican,39,NA,13,11/5/2002,53.88,43.95,9.93,3.07,3.07,1,NA,NA
5381261,2002_Sen-G_NJ,2002,NJ,Sen-G,Sen-G,Mason-Dixon Polling & Research Inc.,197,10/22/2002,800,Democrat,47,Republican,40,NA,7,11/5/2002,53.88,43.95,9.93,2.93,-2.93,1,NA,NA
5381262,2002_Sen-G_TN,2002,TN,Sen-G,Sen-G,Mason-Dixon Polling & Research Inc.,197,10/22/2002,625,Democrat,40,Republican,50,NA,-10,11/5/2002,44.34,54.27,-9.93,0.07,-0.07,1,NA,NA
5381263,2002_Sen-G_TX,2002,TX,Sen-G,Sen-G,SurveyUSA,325,10/22/2002,683,Democrat,45,Republican,52,NA,-7,11/5/2002,43.33,55.3,-11.97,4.97,4.97,1,NA,NA
5381275,2002_Sen-G_NC,2002,NC,Sen-G,Sen-G,Garin-Hart-Yang Research Group,113,10/23/2002,603,Democrat,41,Republican,45,NA,-4,11/5/2002,44.96,53.56,-8.6,4.600000000000001,4.600000000000001,1,NA,D
5381276,2002_Sen-G_NH,2002,NH,Sen-G,Sen-G,Becker Institute,26,10/23/2002,401,Democrat,48,Republican,42,NA,6,11/5/2002,46.4,50.82,-4.42,10.42,10.42,0,NA,NA
5381277,2002_Sen-G_SD,2002,SD,Sen-G,Sen-G,GQR Research (GQRR),126,10/23/2002,553,Democrat,46,Republican,44,NA,2,11/5/2002,49.62,49.47,0.15,1.85,1.85,1,previously listed as Greenberg Quinlan Rosner (Democracy Corps),D
5381289,2002_Sen-G_CO,2002,CO,Sen-G,Sen-G,Talmey-Drake Research & Strategy Inc.,329,10/24/2002,500,Democrat,42,Republican,37,NA,5,11/5/2002,45.77,50.7,-4.93,9.93,9.93,0,NA,NA
5381290,2002_Sen-G_MT,2002,MT,Sen-G,Sen-G,Mason-Dixon Polling & Research Inc.,197,10/24/2002,625,Democrat,59,Republican,28,NA,31,11/5/2002,62.74,31.73,31.01,0.01,-0.01,1,NA,NA
5381291,2002_Sen-G_TX,2002,TX,Sen-G,Sen-G,Frank N. Magid Associates Inc.,105,10/24/2002,550,Democrat,40,Republican,43,NA,-3,11/5/2002,43.33,55.3,-11.97,8.97,8.97,1,NA,NA
5381300,2002_Sen-G_AR,2002,AR,Sen-G,Sen-G,Opinion Research Associates,242,10/25/2002,500,Democrat,51,Republican,43,NA,8,11/5/2002,53.9,46.1,7.8,0.2,0.2,1,NA,NA
5381301,2002_Sen-G_ME,2002,ME,Sen-G,Sen-G,RKM Research and Communications Inc.,272,10/25/2002,300,Democrat,31,Republican,59,NA,-28,11/5/2002,41.56,58.44,-16.88,11.12,-11.12,1,NA,NA
5381302,2002_Sen-G_SD,2002,SD,Sen-G,Sen-G,Public Opinion Strategies,260,10/25/2002,500,Democrat,45,Republican,48,NA,-3,11/5/2002,49.62,49.47,0.15,3.15,-3.15,0,NA,R
5381332,2002_Sen-G_IL,2002,IL,Sen-G,Sen-G,Market Shares Corp.,187,10/26/2002,701,Democrat,47,Republican,27,4,20,11/5/2002,60.33,38.02,22.31,2.31,-2.31,1,NA,NA
5381333,2002_Sen-G_ME,2002,ME,Sen-G,Sen-G,Pan Atlantic Research,249,10/26/2002,500,Democrat,36,Republican,55,NA,-19,11/5/2002,41.56,58.44,-16.88,2.12,-2.12,1,previously listed as Pan Atlantic SMS Group,NA
5381334,2002_Sen-G_NE,2002,NE,Sen-G,Sen-G,Midwest Survey and Research,209,10/26/2002,604,Democrat,10,Republican,82,NA,-72,11/5/2002,14.64,82.76,-68.12,3.88,-3.88,1,NA,NA
5381335,2002_Sen-G_NH,2002,NH,Sen-G,Sen-G,University of New Hampshire,357,10/26/2002,651,Democrat,46,Republican,42,NA,4,11/5/2002,46.4,50.82,-4.42,8.42,8.42,0,NA,NA
5381336,2002_Sen-G_OR,2002,OR,Sen-G,Sen-G,Riley Research Associates,290,10/26/2002,604,Democrat,34,Republican,56,NA,-22,11/5/2002,39.61,56.21,-16.6,5.4,-5.4,1,NA,NA
5381337,2002_Sen-G_SC,2002,SC,Sen-G,Sen-G,SurveyUSA,325,10/26/2002,764,Democrat,48,Republican,49,NA,-1,11/5/2002,44.19,54.4,-10.21,9.21,9.21,1,NA,NA
5381338,2002_Sen-G_SD,2002,SD,Sen-G,Sen-G,Mason-Dixon Polling & Research Inc.,197,10/26/2002,805,Democrat,47,Republican,45,NA,2,11/5/2002,49.62,49.47,0.15,1.85,1.85,1,NA,NA
5381353,2002_Sen-G_CO,2002,CO,Sen-G,Sen-G,Ciruli Associates,51,10/27/2002,400,Democrat,39,Republican,41,NA,-2,11/5/2002,45.77,50.7,-4.93,2.93,2.93,1,NA,NA
5381354,2002_Sen-G_CO,2002,CO,Sen-G,Sen-G,Talmey-Drake Research & Strategy Inc.,329,10/27/2002,500,Democrat,39,Republican,43,NA,-4,11/5/2002,45.77,50.7,-4.93,0.93,0.93,1,NA,NA
5381355,2002_Sen-G_GA,2002,GA,Sen-G,Sen-G,Marketing Workshop,194,10/27/2002,800,Democrat,49,Republican,44,NA,5,11/5/2002,45.9,52.77,-6.87,11.87,11.87,0,aka Atlanta Journal-Constitution,NA
5381356,2002_Sen-G_MN,2002,MN,Sen-G,Sen-G,Public Opinion Strategies,260,10/27/2002,600,Democrat,45,Republican,43,NA,2,11/5/2002,47.32,49.52,-2.2,4.2,4.2,0,NA,NA
5381357,2002_Sen-G_MO,2002,MO,Sen-G,Sen-G,Market Research Institute Inc.,186,10/27/2002,601,Democrat,41,Republican,46,NA,-5,11/5/2002,48.67,49.8,-1.13,3.87,-3.87,1,aka Kansas City Star,NA
5381358,2002_Sen-G_OR,2002,OR,Sen-G,Sen-G,DHM Research,76,10/27/2002,608,Democrat,36,Republican,55,NA,-19,11/5/2002,39.61,56.21,-16.6,2.4,-2.4,1,"previously listed as Davis, Hibbitts & Midghall Inc.",NA
5381359,2002_Sen-G_TN,2002,TN,Sen-G,Sen-G,SurveyUSA,325,10/27/2002,726,Democrat,41,Republican,52,NA,-11,11/5/2002,44.34,54.27,-9.93,1.07,-1.07,1,NA,NA
5381360,2002_Sen-G_TX,2002,TX,Sen-G,Sen-G,Rice University,286,10/27/2002,656,Democrat,39,Republican,45,NA,-6,11/5/2002,43.33,55.3,-11.97,5.97,5.97,1,NA,NA
5381380,2002_Sen-G_IA,2002,IA,Sen-G,Sen-G,SurveyUSA,325,10/28/2002,605,Democrat,60,Republican,38,NA,22,11/5/2002,54.18,43.78,10.4,11.6,11.6,1,NA,NA
5381381,2002_Sen-G_MN,2002,MN,Sen-G,Sen-G,Star Tribune,315,10/28/2002,929,Democrat,47,Republican,39,NA,8,11/5/2002,47.32,49.52,-2.2,10.2,10.2,0,NA,NA
5381382,2002_Sen-G_MO,2002,MO,Sen-G,Sen-G,American Viewpoint,10,10/28/2002,600,Democrat,42,Republican,49,NA,-7,11/5/2002,48.67,49.8,-1.13,5.87,-5.87,1,NA,R
5381383,2002_Sen-G_NC,2002,NC,Sen-G,Sen-G,University of North Carolina,359,10/28/2002,560,Democrat,40,Republican,47,NA,-7,11/5/2002,44.96,53.56,-8.6,1.6,1.6,1,NA,NA
5381384,2002_Sen-G_NJ,2002,NJ,Sen-G,Sen-G,SurveyUSA,325,10/28/2002,732,Democrat,51,Republican,41,NA,10,11/5/2002,53.88,43.95,9.93,0.07,0.07,1,NA,NA
5381385,2002_Sen-G_OR,2002,OR,Sen-G,Sen-G,Research 2000,281,10/28/2002,802,Democrat,40,Republican,55,NA,-15,11/5/2002,39.61,56.21,-16.6,1.6,1.6,1,NA,NA
5381386,2002_Sen-G_SD,2002,SD,Sen-G,Sen-G,Public Opinion Strategies,260,10/28/2002,500,Democrat,45,Republican,48,NA,-3,11/5/2002,49.62,49.47,0.15,3.15,-3.15,0,NA,R
5381409,2002_Sen-G_IA,2002,IA,Sen-G,Sen-G,Research 2000,281,10/29/2002,600,Democrat,52,Republican,43,NA,9,11/5/2002,54.18,43.78,10.4,1.4,-1.4,1,NA,NA
5381410,2002_Sen-G_ID,2002,ID,Sen-G,Sen-G,Greg Smith and Associates,128,10/29/2002,400,Democrat,30,Republican,61,NA,-31,11/5/2002,32.55,65.16,-32.61,1.61,1.61,1,NA,NA
5381411,2002_Sen-G_IL,2002,IL,Sen-G,Sen-G,Research 2000,281,10/29/2002,600,Democrat,56,Republican,39,NA,17,11/5/2002,60.33,38.02,22.31,5.31,-5.31,1,NA,NA
5381412,2002_Sen-G_IL,2002,IL,Sen-G,Sen-G,SurveyUSA,325,10/29/2002,528,Democrat,56,Republican,37,3,19,11/5/2002,60.33,38.02,22.31,3.31,-3.31,1,NA,NA
5381413,2002_Sen-G_KY,2002,KY,Sen-G,Sen-G,SurveyUSA,325,10/29/2002,705,Democrat,29,Republican,66,NA,-37,11/5/2002,35.32,64.68,-29.36,7.640000000000001,-7.640000000000001,1,NA,NA
5381414,2002_Sen-G_MI,2002,MI,Sen-G,Sen-G,EPIC-MRA,84,10/29/2002,500,Democrat,63,Republican,31,NA,32,11/5/2002,60.61,37.89,22.72,9.28,9.28,1,no sample size listed; assumed at 500 based on other EPIC/MRA polls,NA
5381415,2002_Sen-G_MI,2002,MI,Sen-G,Sen-G,Mitchell Research & Communications,213,10/29/2002,600,Democrat,60,Republican,30,NA,30,11/5/2002,60.61,37.89,22.72,7.28,7.28,1,NA,NA
5381416,2002_Sen-G_MO,2002,MO,Sen-G,Sen-G,Research 2000,281,10/29/2002,600,Democrat,46,Republican,50,NA,-4,11/5/2002,48.67,49.8,-1.13,2.87,-2.87,1,NA,NA
5381417,2002_Sen-G_NC,2002,NC,Sen-G,Sen-G,Ethridge & Associates LLC,89,10/29/2002,560,Democrat,40,Republican,47,NA,-7,11/5/2002,44.96,53.56,-8.6,1.6,1.6,1,NA,NA
5381418,2002_Sen-G_NC,2002,NC,Sen-G,Sen-G,Mason-Dixon Polling & Research Inc.,197,10/29/2002,625,Democrat,42,Republican,48,NA,-6,11/5/2002,44.96,53.56,-8.6,2.6,2.6,1,NA,NA
5381419,2002_Sen-G_NC,2002,NC,Sen-G,Sen-G,SurveyUSA,325,10/29/2002,611,Democrat,46,Republican,50,NA,-4,11/5/2002,44.96,53.56,-8.6,4.600000000000001,4.600000000000001,1,NA,NA
5381420,2002_Sen-G_NH,2002,NH,Sen-G,Sen-G,American Research Group,9,10/29/2002,600,Democrat,46,Republican,48,NA,-2,11/5/2002,46.4,50.82,-4.42,2.42,2.42,1,NA,NA
5381421,2002_Sen-G_NH,2002,NH,Sen-G,Sen-G,Franklin Pierce University,107,10/29/2002,933,Democrat,45,Republican,40,NA,5,11/5/2002,46.4,50.82,-4.42,9.42,9.42,0,NA,NA
5381422,2002_Sen-G_NJ,2002,NJ,Sen-G,Sen-G,Rutgers University,295,10/29/2002,458,Democrat,52,Republican,40,NA,12,11/5/2002,53.88,43.95,9.93,2.07,2.07,1,NA,NA
5381423,2002_Sen-G_NM,2002,NM,Sen-G,Sen-G,Mason-Dixon Polling & Research Inc.,197,10/29/2002,405,Democrat,28,Republican,61,NA,-33,11/5/2002,34.96,65.04,-30.08,2.92,-2.92,1,NA,NA
5381424,2002_Sen-G_OK,2002,OK,Sen-G,Sen-G,SurveyUSA,325,10/29/2002,710,Democrat,35,Republican,52,NA,-17,11/5/2002,36.31,57.3,-20.99,3.99,3.99,1,NA,NA
5381425,2002_Sen-G_SC,2002,SC,Sen-G,Sen-G,Mason-Dixon Polling & Research Inc.,197,10/29/2002,625,Democrat,36,Republican,53,NA,-17,11/5/2002,44.19,54.4,-10.21,6.79,-6.79,1,NA,NA
5381449,2002_Sen-G_AL,2002,AL,Sen-G,Sen-G,University of Alabama at Birmingham,344,10/30/2002,600,Democrat,26,Republican,61,NA,-35,11/5/2002,39.83,58.58,-18.75,16.25,-16.25,1,formerly listed as University of Alabama,NA
5381450,2002_Sen-G_CO,2002,CO,Sen-G,Sen-G,Talmey-Drake Research & Strategy Inc.,329,10/30/2002,500,Democrat,42,Republican,38,NA,4,11/5/2002,45.77,50.7,-4.93,8.93,8.93,0,NA,NA
5381451,2002_Sen-G_NH,2002,NH,Sen-G,Sen-G,Research 2000,281,10/30/2002,600,Democrat,47,Republican,46,NA,1,11/5/2002,46.4,50.82,-4.42,5.42,5.42,0,NA,NA
5381452,2002_Sen-G_NM,2002,NM,Sen-G,Sen-G,Research & Polling Inc.,280,10/30/2002,905,Democrat,27,Republican,65,NA,-38,11/5/2002,34.96,65.04,-30.08,7.92,-7.92,1,NA,NA
5381453,2002_Sen-G_TX,2002,TX,Sen-G,Sen-G,SurveyUSA,325,10/30/2002,683,Democrat,45,Republican,53,NA,-8,11/5/2002,43.33,55.3,-11.97,3.97,3.97,1,NA,NA
5381466,2002_Sen-G_CO,2002,CO,Sen-G,Sen-G,Ciruli Associates,51,10/31/2002,400,Democrat,42,Republican,41,NA,1,11/5/2002,45.77,50.7,-4.93,5.93,5.93,0,NA,NA
5381467,2002_Sen-G_IA,2002,IA,Sen-G,Sen-G,Selzer & Co.,304,10/31/2002,807,Democrat,50,Republican,41,NA,9,11/5/2002,54.18,43.78,10.4,1.4,-1.4,1,NA,NA
5381468,2002_Sen-G_IL,2002,IL,Sen-G,Sen-G,Zogby Interactive/JZ Analytics,395,10/31/2002,802,Democrat,55,Republican,31,NA,24,11/5/2002,60.33,38.02,22.31,1.69,1.69,1,"previously listed as Zogby Analytics, telephone",NA
5381469,2002_Sen-G_MN,2002,MN,Sen-G,Sen-G,Mason-Dixon Polling & Research Inc.,197,10/31/2002,625,Democrat,41,Republican,47,NA,-6,11/5/2002,47.32,49.52,-2.2,3.8,-3.8,1,NA,NA
5381470,2002_Sen-G_MN,2002,MN,Sen-G,Sen-G,Star Tribune,315,10/31/2002,929,Democrat,46,Republican,41,NA,5,11/5/2002,47.32,49.52,-2.2,7.2,7.2,0,NA,NA
5381471,2002_Sen-G_MO,2002,MO,Sen-G,Sen-G,Zogby Interactive/JZ Analytics,395,10/31/2002,600,Democrat,46,Republican,46,NA,0,11/5/2002,48.67,49.8,-1.13,1.13,1.13,0.5,"previously listed as Zogby Analytics, telephone",NA
5381472,2002_Sen-G_NJ,2002,NJ,Sen-G,Sen-G,Fairleigh Dickinson University (PublicMind),92,10/31/2002,921,Democrat,47,Republican,37,NA,10,11/5/2002,53.88,43.95,9.93,0.07,0.07,1,NA,NA
5381473,2002_Sen-G_NJ,2002,NJ,Sen-G,Sen-G,Quinnipiac University,267,10/31/2002,574,Democrat,50,Republican,39,NA,11,11/5/2002,53.88,43.95,9.93,1.07,1.07,1,NA,NA
5381474,2002_Sen-G_TX,2002,TX,Sen-G,Sen-G,Blum & Weprin Associates,32,10/31/2002,1002,Democrat,41,Republican,50,NA,-9,11/5/2002,43.33,55.3,-11.97,2.97,2.97,1,NA,NA
