pollno,race,year,location,type_simple,type_detail,pollster,pollster_rating_id,polldate,samplesize,cand1_name,cand1_pct,cand2_name,cand2_pct,cand3_pct,margin_poll,electiondate,cand1_actual,cand2_actual,margin_actual,error,bias,rightcall,comment,partisan
5382219,2004_Sen-G_SC,2004,SC,Sen-G,Sen-G,McLaughlin & Associates,203,10/27/2004,400,Democrat,40,Republican,48,NA,-8,11/2/2004,44.1,53.67,-9.57,1.57,1.57,1,NA,R
5382222,2004_House-G_AR-2,2004,AR-2,House-G,House-G,SurveyUSA,325,10/28/2004,583,Democrat,60,Republican,36,NA,24,11/2/2004,58.17,41.83,16.34,7.66,7.66,1,NA,NA
5382223,2004_House-G_ME-1,2004,ME-1,House-G,House-G,SurveyUSA,325,10/28/2004,652,Democrat,55,Republican,39,NA,16,11/2/2004,59.74,40.26,19.48,3.48,-3.48,1,NA,NA
5382225,2004_House-G_ME-2,2004,ME-2,House-G,House-G,SurveyUSA,325,10/28/2004,673,Democrat,53,Republican,40,NA,13,11/2/2004,58.03,39.47,18.56,5.56,-5.56,1,NA,NA
5382226,2004_House-G_NM-1,2004,NM-1,House-G,House-G,Research & Polling Inc.,280,10/28/2004,568,Democrat,43,Republican,51,NA,-8,11/2/2004,45.53,54.4,-8.870000000000001,0.87,0.87,1,NA,NA
5382227,2004_House-G_NM-2,2004,NM-2,House-G,House-G,Research & Polling Inc.,280,10/28/2004,289,Democrat,38,Republican,50,NA,-12,11/2/2004,39.8,60.2,-20.39,8.39,8.39,1,had previously been mislabelled as an NM-1 poll,NA
5382228,2004_House-G_US,2004,US,House-G,House-G,Georgetown University (Battleground),114,10/28/2004,1000,Democrat,43,Republican,46,NA,-3,11/2/2004,46.55,49.32,-2.77,0.23,-0.23,1,NA,NA
5382229,2004_House-G_US,2004,US,House-G,House-G,Princeton Survey Research Associates International,258,10/28/2004,882,Democrat,44,Republican,49,NA,-5,11/2/2004,46.55,49.32,-2.77,2.23,-2.23,1,NA,NA
5382230,2004_House-G_WA-5,2004,WA-5,House-G,House-G,SurveyUSA,325,10/28/2004,625,Democrat,38,Republican,55,NA,-17,11/2/2004,40.32,59.68,-19.36,2.36,2.36,1,NA,NA
5382269,2004_Sen-G_GA,2004,GA,Sen-G,Sen-G,Zogby Interactive/JZ Analytics,395,10/28/2004,501,Democrat,36,Republican,49,NA,-13,11/2/2004,39.98,57.88,-17.9,4.9,4.9,1,"previously listed as Zogby Analytics, telephone",NA
5382270,2004_Sen-G_IL,2004,IL,Sen-G,Sen-G,Research 2000,281,10/28/2004,600,Democrat,67,Republican,25,NA,42,11/2/2004,69.97,27.05,42.92,0.92,-0.92,1,NA,NA
5382271,2004_Sen-G_IL,2004,IL,Sen-G,Sen-G,SurveyUSA,325,10/28/2004,665,Democrat,66,Republican,27,NA,39,11/2/2004,69.97,27.05,42.92,3.92,-3.92,1,NA,NA
5382272,2004_Sen-G_IN,2004,IN,Sen-G,Sen-G,SurveyUSA,325,10/28/2004,589,Democrat,61,Republican,34,NA,27,11/2/2004,61.65,37.23,24.42,2.58,2.58,1,NA,NA
5382273,2004_House-G_CT-2,2004,CT-2,House-G,House-G,Research 2000,281,10/29/2004,600,Democrat,45,Republican,48,NA,-3,11/2/2004,45.77,54.19,-8.42,5.42,5.42,1,NA,NA
5382296,2004_Sen-G_AK,2004,AK,Sen-G,Sen-G,McLaughlin & Associates,203,10/29/2004,500,Democrat,43,Republican,48,NA,-5,11/2/2004,45.55,48.58,-3.03,1.97,-1.97,1,NA,R
5382297,2004_Sen-G_FL,2004,FL,Sen-G,Sen-G,Gallup,112,10/29/2004,1138,Democrat,48,Republican,46,NA,2,11/2/2004,48.32,49.43,-1.11,3.11,3.11,0,NA,NA
5382298,2004_Sen-G_FL,2004,FL,Sen-G,Sen-G,Quinnipiac University,267,10/29/2004,1098,Democrat,44,Republican,49,NA,-5,11/2/2004,48.32,49.43,-1.11,3.89,-3.89,1,NA,NA
5382299,2004_Sen-G_GA,2004,GA,Sen-G,Sen-G,SurveyUSA,325,10/29/2004,628,Democrat,40,Republican,56,NA,-16,11/2/2004,39.98,57.88,-17.9,1.9,1.9,1,NA,NA
5382300,2004_Sen-G_KY,2004,KY,Sen-G,Sen-G,SurveyUSA,325,10/29/2004,636,Democrat,42,Republican,51,NA,-9,11/2/2004,49.34,50.66,-1.32,7.68,-7.68,1,NA,NA
5382301,2004_Sen-G_NH,2004,NH,Sen-G,Sen-G,American Research Group,9,10/29/2004,600,Democrat,26,Republican,66,NA,-40,11/2/2004,33.72,66.18,-32.46,7.54,-7.54,1,NA,NA
5382302,2004_Sen-G_NV,2004,NV,Sen-G,Sen-G,Zogby Interactive/JZ Analytics,395,10/29/2004,601,Democrat,56,Republican,36,NA,20,11/2/2004,61.08,35.14,25.94,5.94,-5.94,1,"previously listed as Zogby Analytics, telephone",NA
5382303,2004_Sen-G_OH,2004,OH,Sen-G,Sen-G,University of Cincinnati (Ohio Poll),346,10/29/2004,823,Democrat,35,Republican,65,NA,-30,11/2/2004,36.14,63.85,-27.71,2.29,-2.29,1,NA,NA
5382304,2004_Sen-G_OK,2004,OK,Sen-G,Sen-G,SurveyUSA,325,10/29/2004,656,Democrat,39,Republican,47,NA,-8,11/2/2004,41.24,52.77,-11.53,3.53,3.53,1,NA,NA
5382305,2004_Sen-G_PA,2004,PA,Sen-G,Sen-G,Quinnipiac University,267,10/29/2004,909,Democrat,33,Republican,53,7,-20,11/2/2004,41.99,52.62,-10.63,9.370000000000001,-9.370000000000001,1,NA,NA
5382306,2004_Sen-G_PA,2004,PA,Sen-G,Sen-G,Zogby Interactive/JZ Analytics,395,10/29/2004,600,Democrat,32,Republican,53,NA,-21,11/2/2004,41.99,52.62,-10.63,10.37,-10.37,1,"previously listed as Zogby Analytics, telephone",NA
5382307,2004_Sen-O_LA,2004,LA,Sen-G,Sen-O,Market Research Insight,185,10/29/2004,600,John (D),21,Vitter (R),47,15,-26,11/2/2004,29.34,51.03,-21.69,4.31,-4.31,1,NA,NA
5382313,2004_House-G_IL-8,2004,IL-8,House-G,House-G,McCulloch Research & Polling,201,10/30/2004,400,Democrat,45,Republican,53,NA,-8,11/2/2004,51.7,48.3,3.4,11.4,-11.4,0,NA,NA
5382315,2004_House-G_US,2004,US,House-G,House-G,GQR Research (GQRR),126,10/30/2004,1018,Democrat,48,Republican,46,NA,2,11/2/2004,46.55,49.32,-2.77,4.77,4.77,0,previously listed as Greenberg Quinlan Rosner (Democracy Corps),NA
5382314,2004_House-G_US,2004,US,House-G,House-G,Gallup,112,10/30/2004,1573,Democrat,48,Republican,47,NA,1,11/2/2004,46.55,49.32,-2.77,3.77,3.77,0,NA,NA
5382316,2004_House-G_US,2004,US,House-G,House-G,NBC News/Wall Street Journal,221,10/30/2004,1014,Democrat,44,Republican,43,NA,1,11/2/2004,46.55,49.32,-2.77,3.77,3.77,0,Congressional preference (not generic ballot?),NA
5382317,2004_House-G_US,2004,US,House-G,House-G,Rasmussen Reports/Pulse Opinion Research,277,10/30/2004,1500,Democrat,48,Republican,42,NA,6,11/2/2004,46.55,49.32,-2.77,8.77,8.77,0,NA,NA
5382347,2004_Sen-G_AR,2004,AR,Sen-G,Sen-G,SurveyUSA,325,10/30/2004,644,Democrat,55,Republican,42,NA,13,11/2/2004,55.9,44.07,11.83,1.17,1.17,1,NA,NA
5382348,2004_Sen-G_CA,2004,CA,Sen-G,Sen-G,SurveyUSA,325,10/30/2004,767,Democrat,57,Republican,36,NA,21,11/2/2004,57.71,37.8,19.91,1.09,1.09,1,NA,NA
5382349,2004_Sen-G_CO,2004,CO,Sen-G,Sen-G,Zogby Interactive/JZ Analytics,395,10/30/2004,602,Democrat,52,Republican,44,NA,8,11/2/2004,51.3,46.53,4.77,3.23,3.23,1,"previously listed as Zogby Analytics, telephone",NA
5382350,2004_Sen-G_FL,2004,FL,Sen-G,Sen-G,Opinion Savvy/InsiderAdvantage,243,10/30/2004,400,Democrat,47,Republican,46,NA,1,11/2/2004,48.32,49.43,-1.11,2.11,2.11,0,previously listed as InsiderAdvantage,NA
5382351,2004_Sen-G_FL,2004,FL,Sen-G,Sen-G,Strategic Vision LLC,320,10/30/2004,801,Democrat,45,Republican,49,NA,-4,11/2/2004,48.32,49.43,-1.11,2.89,-2.89,1,NA,NA
5382352,2004_Sen-G_FL,2004,FL,Sen-G,Sen-G,SurveyUSA,325,10/30/2004,738,Democrat,48,Republican,48,NA,0,11/2/2004,48.32,49.43,-1.11,1.11,1.11,0.5,NA,NA
5382353,2004_Sen-G_FL,2004,FL,Sen-G,Sen-G,Zogby Interactive/JZ Analytics,395,10/30/2004,601,Democrat,46,Republican,46,NA,0,11/2/2004,48.32,49.43,-1.11,1.11,1.11,0.5,"previously listed as Zogby Analytics, telephone",NA
5382354,2004_Sen-G_GA,2004,GA,Sen-G,Sen-G,Strategic Vision LLC,320,10/30/2004,801,Democrat,40,Republican,55,NA,-15,11/2/2004,39.98,57.88,-17.9,2.9,2.9,1,NA,NA
5382355,2004_Sen-G_IA,2004,IA,Sen-G,Sen-G,Zogby Interactive/JZ Analytics,395,10/30/2004,602,Democrat,22,Republican,68,NA,-46,11/2/2004,27.88,70.18,-42.3,3.7,-3.7,1,"previously listed as Zogby Analytics, telephone",NA
5382356,2004_Sen-G_IL,2004,IL,Sen-G,Sen-G,McCulloch Research & Polling,201,10/30/2004,1200,Democrat,70,Republican,24,NA,46,11/2/2004,69.97,27.05,42.92,3.08,3.08,1,NA,NA
5382357,2004_Sen-G_MO,2004,MO,Sen-G,Sen-G,SurveyUSA,325,10/30/2004,690,Democrat,38,Republican,57,NA,-19,11/2/2004,42.8,56.09,-13.29,5.71,-5.71,1,NA,NA
5382358,2004_Sen-G_NC,2004,NC,Sen-G,Sen-G,SurveyUSA,325,10/30/2004,616,Democrat,45,Republican,50,NA,-5,11/2/2004,47.02,51.6,-4.58,0.42,-0.42,1,NA,NA
5382359,2004_Sen-G_NH,2004,NH,Sen-G,Sen-G,University of New Hampshire,357,10/30/2004,957,Democrat,27,Republican,63,NA,-36,11/2/2004,33.72,66.18,-32.46,3.54,-3.54,1,NA,NA
5382360,2004_Sen-G_OH,2004,OH,Sen-G,Sen-G,SurveyUSA,325,10/30/2004,813,Democrat,33,Republican,61,NA,-28,11/2/2004,36.14,63.85,-27.71,0.29,-0.29,1,NA,NA
5382361,2004_Sen-G_PA,2004,PA,Sen-G,Sen-G,Strategic Vision LLC,320,10/30/2004,801,Democrat,33,Republican,55,NA,-22,11/2/2004,41.99,52.62,-10.63,11.37,-11.37,1,NA,NA
5382362,2004_Sen-G_PA,2004,PA,Sen-G,Sen-G,SurveyUSA,325,10/30/2004,758,Democrat,35,Republican,54,NA,-19,11/2/2004,41.99,52.62,-10.63,8.370000000000001,-8.370000000000001,1,NA,NA
5382363,2004_Sen-G_WA,2004,WA,Sen-G,Sen-G,Strategic Vision LLC,320,10/30/2004,801,Democrat,50,Republican,42,NA,8,11/2/2004,54.98,42.74,12.24,4.24,-4.24,1,NA,NA
5382364,2004_Sen-G_WA,2004,WA,Sen-G,Sen-G,SurveyUSA,325,10/30/2004,622,Democrat,51,Republican,45,NA,6,11/2/2004,54.98,42.74,12.24,6.24,-6.24,1,NA,NA
5382365,2004_Sen-G_WI,2004,WI,Sen-G,Sen-G,Zogby Interactive/JZ Analytics,395,10/30/2004,601,Democrat,59,Republican,36,NA,23,11/2/2004,55.35,44.11,11.24,11.76,11.76,1,"previously listed as Zogby Analytics, telephone",NA
5382394,2004_Sen-G_CO,2004,CO,Sen-G,Sen-G,SurveyUSA,325,10/31/2004,705,Democrat,51,Republican,47,NA,4,11/2/2004,51.3,46.53,4.77,0.77,-0.77,1,NA,NA
5382395,2004_Sen-G_FL,2004,FL,Sen-G,Sen-G,Fox News/Opinion Dynamics Corp.,104,10/31/2004,700,Democrat,47,Republican,41,NA,6,11/2/2004,48.32,49.43,-1.11,7.11,7.11,0,NA,NA
5382396,2004_Sen-G_IA,2004,IA,Sen-G,Sen-G,Fox News/Opinion Dynamics Corp.,104,10/31/2004,700,Democrat,20,Republican,67,NA,-47,11/2/2004,27.88,70.18,-42.3,4.7,-4.7,1,NA,NA
5382397,2004_Sen-G_OH,2004,OH,Sen-G,Sen-G,Fox News/Opinion Dynamics Corp.,104,10/31/2004,700,Democrat,30,Republican,60,NA,-30,11/2/2004,36.14,63.85,-27.71,2.29,-2.29,1,NA,NA
5382398,2004_Sen-G_OH,2004,OH,Sen-G,Sen-G,Zogby Interactive/JZ Analytics,395,10/31/2004,602,Democrat,33,Republican,57,NA,-24,11/2/2004,36.14,63.85,-27.71,3.71,3.71,1,"previously listed as Zogby Analytics, telephone",NA
5382399,2004_Sen-G_WI,2004,WI,Sen-G,Sen-G,Fox News/Opinion Dynamics Corp.,104,10/31/2004,700,Democrat,56,Republican,42,NA,14,11/2/2004,55.35,44.11,11.24,2.76,2.76,1,NA,NA
5382400,2004_House-G_US,2004,US,House-G,House-G,Georgetown University (Battleground),114,11/1/2004,1000,Democrat,44,Republican,47,NA,-3,11/2/2004,46.55,49.32,-2.77,0.23,-0.23,1,NA,NA
5382407,2004_Sen-G_AR,2004,AR,Sen-G,Sen-G,SurveyUSA,325,11/1/2004,549,Democrat,53,Republican,43,NA,10,11/2/2004,55.9,44.07,11.83,1.83,-1.83,1,NA,NA
5382408,2004_Sen-G_PA,2004,PA,Sen-G,Sen-G,SurveyUSA,325,11/1/2004,650,Democrat,35,Republican,53,NA,-18,11/2/2004,41.99,52.62,-10.63,7.37,-7.37,1,NA,NA
5382435,2006_House-G_CO-5,2006,CO-5,House-G,House-G,SurveyUSA,325,10/17/2006,543,Democrat,38,Republican,51,NA,-13,11/7/2006,40.35,59.62,-19.27,6.27,6.27,1,NA,NA
5382436,2006_House-G_FL-9,2006,FL-9,House-G,House-G,SurveyUSA,325,10/17/2006,425,Democrat,36,Republican,57,NA,-21,11/7/2006,44.08,55.91,-11.83,9.17,-9.17,1,NA,NA
5382437,2006_House-G_IN-7,2006,IN-7,House-G,House-G,Selzer & Co.,304,10/17/2006,468,Democrat,42,Republican,45,NA,-3,11/7/2006,53.76,46.24,7.52,10.52,-10.52,0,NA,NA
5382438,2006_House-G_KY-3,2006,KY-3,House-G,House-G,SurveyUSA,325,10/17/2006,536,Democrat,48,Republican,47,NA,1,11/7/2006,50.62,48.18,2.44,1.44,-1.44,1,NA,NA
5382439,2006_House-G_MI-7,2006,MI-7,House-G,House-G,Basswood Research,24,10/17/2006,300,Democrat,27,Republican,44,NA,-17,11/7/2006,45.98,49.93,-3.95,13.05,-13.05,1,NA,R
5382440,2006_House-G_NC-8,2006,NC-8,House-G,House-G,Public Opinion Strategies,260,10/17/2006,400,Democrat,33,Republican,49,NA,-16,11/7/2006,49.86,50.14,-0.28,15.72,-15.72,1,NA,R
5382441,2006_House-G_NY-20,2006,NY-20,House-G,House-G,Global Strategy Group,118,10/17/2006,404,Democrat,44,Republican,42,NA,2,11/7/2006,49.39,39.92,9.47,7.47,-7.47,1,NA,D
5382442,2006_House-G_NY-20,2006,NY-20,House-G,House-G,Siena College,305,10/17/2006,628,Democrat,39,Republican,53,NA,-14,11/7/2006,49.39,39.92,9.47,23.47,-23.47,0,NA,NA
5382443,2006_House-G_NY-26,2006,NY-26,House-G,House-G,SurveyUSA,325,10/17/2006,419,Democrat,46,Republican,49,NA,-3,11/7/2006,40.51,44.8,-4.29,1.29,1.29,1,NA,NA
5382444,2006_House-G_OH-6,2006,OH-6,House-G,House-G,SurveyUSA,325,10/17/2006,570,Democrat,64,Republican,32,NA,32,11/7/2006,62.08,37.92,24.16,7.84,7.84,1,NA,NA
5382445,2006_Sen-G_FL,2006,FL,Sen-G,Sen-G,Mason-Dixon Polling & Research Inc.,197,10/17/2006,625,Democrat,57,Republican,31,NA,26,11/7/2006,60.3,38.1,22.2,3.8,3.8,1,NA,NA
5382446,2006_Sen-G_ME,2006,ME,Sen-G,Sen-G,Rasmussen Reports/Pulse Opinion Research,277,10/17/2006,500,Democrat,24,Republican,70,NA,-46,11/7/2006,20.59,74.01,-53.42,7.42,7.42,1,NA,NA
5382447,2006_Sen-G_NV,2006,NV,Sen-G,Sen-G,Rasmussen Reports/Pulse Opinion Research,277,10/17/2006,500,Democrat,43,Republican,52,NA,-9,11/7/2006,40.99,55.36,-14.37,5.37,5.37,1,NA,NA
5382448,2006_Sen-G_NY,2006,NY,Sen-G,Sen-G,Marist College,183,10/17/2006,475,Democrat,67,Republican,31,NA,36,11/7/2006,67,31.01,35.99,0.01,0.01,1,NA,NA
5382449,2006_Sen-G_WA,2006,WA,Sen-G,Sen-G,Rasmussen Reports/Pulse Opinion Research,277,10/17/2006,500,Democrat,53,Republican,38,NA,15,11/7/2006,56.81,39.91,16.9,1.9,-1.9,1,NA,NA
5382450,2006_Sen-G_WA,2006,WA,Sen-G,Sen-G,Strategic Vision LLC,320,10/17/2006,800,Democrat,51,Republican,42,NA,9,11/7/2006,56.81,39.91,16.9,7.9,-7.9,1,NA,NA
5382453,2006_House-G_FL-22,2006,FL-22,House-G,House-G,Research 2000,281,10/18/2006,600,Democrat,43,Republican,48,NA,-5,11/7/2006,50.88,47.13,3.75,8.75,-8.75,0,NA,NA
5382454,2006_House-G_NE-1,2006,NE-1,House-G,House-G,Public Opinion Strategies,260,10/18/2006,350,Democrat,36,Republican,58,NA,-22,11/7/2006,41.64,58.36,-16.72,5.28,-5.28,1,NA,R
5382455,2006_House-G_NM-1,2006,NM-1,House-G,House-G,Research & Polling Inc.,280,10/18/2006,503,Democrat,45,Republican,42,NA,3,11/7/2006,49.8,50.2,-0.4,3.4,3.4,0,NA,NA
5382456,2006_House-G_OH-13,2006,OH-13,House-G,House-G,GQR Research (GQRR),126,10/18/2006,506,Democrat,56,Republican,33,NA,23,11/7/2006,61.22,38.78,22.44,0.56,0.56,1,previously listed as Greenberg Quinlan Rosner (Democracy Corps),D
5382457,2006_Sen-G_CT,2006,CT,Sen-G,Sen-G,Quinnipiac University,267,10/18/2006,881,Lamont (D),35,Lieberman (I),52,NA,-17,11/7/2006,39.73,49.71,-9.98,7.02,NA,1,NA,NA
5382458,2006_Sen-G_MO,2006,MO,Sen-G,Sen-G,Mason-Dixon Polling & Research Inc.,197,10/18/2006,625,Democrat,46,Republican,43,NA,3,11/7/2006,49.58,47.31,2.27,0.73,0.73,1,NA,NA
5382459,2006_Sen-G_MT,2006,MT,Sen-G,Sen-G,Mason-Dixon Polling & Research Inc.,197,10/18/2006,625,Democrat,46,Republican,43,NA,3,11/7/2006,49.16,48.29,0.87,2.13,2.13,1,NA,NA
5382460,2006_Sen-G_MT,2006,MT,Sen-G,Sen-G,Rasmussen Reports/Pulse Opinion Research,277,10/18/2006,500,Democrat,49,Republican,46,NA,3,11/7/2006,49.16,48.29,0.87,2.13,2.13,1,NA,NA
5382461,2006_Sen-G_NJ,2006,NJ,Sen-G,Sen-G,Monmouth University,215,10/18/2006,396,Democrat,48,Republican,39,NA,9,11/7/2006,53.37,44.34,9.03,0.03,-0.03,1,aka Monmouth U.,NA
5382462,2006_Sen-G_VA,2006,VA,Sen-G,Sen-G,Mason-Dixon Polling & Research Inc.,197,10/18/2006,625,Democrat,43,Republican,47,NA,-4,11/7/2006,49.59,49.2,0.39,4.39,-4.39,0,NA,NA
5382463,2006_Sen-G_WA,2006,WA,Sen-G,Sen-G,Mason-Dixon Polling & Research Inc.,197,10/18/2006,625,Democrat,52,Republican,37,NA,15,11/7/2006,56.81,39.91,16.9,1.9,-1.9,1,NA,NA
5382471,2006_House-G_AZ-5,2006,AZ-5,House-G,House-G,"Normington, Petts & Associates",232,10/19/2006,400,Democrat,46,Republican,47,4,-1,11/7/2006,50.41,46.44,3.97,4.97,-4.97,0,previously listed as Bennett Petts & Blumenthal,D
5382472,2006_House-G_CT-4,2006,CT-4,House-G,House-G,University of Connecticut,347,10/19/2006,805,Democrat,43,Republican,43,NA,0,11/7/2006,47.58,50.96,-3.38,3.38,3.38,0.5,NA,NA
5382473,2006_House-G_IN-7,2006,IN-7,House-G,House-G,Research 2000,281,10/19/2006,400,Democrat,48,Republican,43,NA,5,11/7/2006,53.76,46.24,7.52,2.52,-2.52,1,NA,NA
5382474,2006_House-G_IN-8,2006,IN-8,House-G,House-G,Research 2000,281,10/19/2006,400,Democrat,50,Republican,43,NA,7,11/7/2006,61.02,38.98,22.04,15.04,-15.04,1,NA,NA
5382475,2006_House-G_IN-9,2006,IN-9,House-G,House-G,Research 2000,281,10/19/2006,400,Democrat,47,Republican,45,NA,2,11/7/2006,50.01,45.49,4.52,2.52,-2.52,1,NA,NA
5382476,2006_Sen-G_CT,2006,CT,Sen-G,Sen-G,American Research Group,9,10/19/2006,600,Lamont (D),37,Lieberman (I),49,NA,-12,11/7/2006,39.73,49.71,-9.98,2.02,NA,1,NA,NA
5382477,2006_Sen-G_OH,2006,OH,Sen-G,Sen-G,Mason-Dixon Polling & Research Inc.,197,10/19/2006,625,Democrat,48,Republican,40,NA,8,11/7/2006,56.16,43.82,12.34,4.34,-4.34,1,NA,NA
5382478,2006_Sen-G_RI,2006,RI,Sen-G,Sen-G,Mason-Dixon Polling & Research Inc.,197,10/19/2006,625,Democrat,48,Republican,43,NA,5,11/7/2006,53.35,46.33,7.02,2.02,-2.02,1,NA,NA
5382479,2006_Sen-G_RI,2006,RI,Sen-G,Sen-G,Rasmussen Reports/Pulse Opinion Research,277,10/19/2006,500,Democrat,52,Republican,44,NA,8,11/7/2006,53.35,46.33,7.02,0.98,0.98,1,NA,NA
5382480,2006_Sen-G_TN,2006,TN,Sen-G,Sen-G,Mason-Dixon Polling & Research Inc.,197,10/19/2006,625,Democrat,43,Republican,45,NA,-2,11/7/2006,47.99,50.71,-2.72,0.72,0.72,1,NA,NA
5382485,2006_House-G_FL-13,2006,FL-13,House-G,House-G,Hamilton Campaigns,130,10/20/2006,500,Democrat,52,Republican,41,NA,11,11/7/2006,49.92,50.08,-0.16,11.16,11.16,0,NA,D
5382486,2006_House-G_US,2006,US,House-G,House-G,Pew Research Center,253,10/20/2006,2369,Democrat,49,Republican,38,NA,11,11/7/2006,52.3,43.75,8.55,2.45,2.45,1,NA,NA
5382487,2006_House-G_US,2006,US,House-G,House-G,Princeton Survey Research Associates International,258,10/20/2006,838,Democrat,55,Republican,37,NA,18,11/7/2006,52.3,43.75,8.55,9.450000000000001,9.450000000000001,1,NA,NA
5382488,2006_Sen-G_FL,2006,FL,Sen-G,Sen-G,Quinnipiac University,267,10/20/2006,816,Democrat,64,Republican,29,NA,35,11/7/2006,60.3,38.1,22.2,12.8,12.8,1,NA,NA
5382489,2006_Sen-G_ME,2006,ME,Sen-G,Sen-G,Critical Insights,64,10/20/2006,600,Democrat,14,Republican,74,NA,-60,11/7/2006,20.59,74.01,-53.42,6.58,-6.58,1,NA,NA
5382490,2006_Sen-G_NJ,2006,NJ,Sen-G,Sen-G,Mason-Dixon Polling & Research Inc.,197,10/20/2006,625,Democrat,45,Republican,42,NA,3,11/7/2006,53.37,44.34,9.03,6.03,-6.03,1,NA,NA
5382491,2006_Sen-G_PA,2006,PA,Sen-G,Sen-G,Mason-Dixon Polling & Research Inc.,197,10/20/2006,625,Democrat,51,Republican,39,NA,12,11/7/2006,58.64,41.28,17.36,5.36,-5.36,1,NA,NA
5382492,2006_Sen-G_WA,2006,WA,Sen-G,Sen-G,Elway Research,87,10/20/2006,405,Democrat,52,Republican,34,NA,18,11/7/2006,56.81,39.91,16.9,1.1,1.1,1,NA,NA
5382502,2006_House-G_AZ-1,2006,AZ-1,House-G,House-G,Northern Arizona University,234,10/21/2006,497,Democrat,32,Republican,45,2,-13,11/7/2006,43.45,51.75,-8.3,4.7,-4.7,1,NA,NA
5382503,2006_House-G_CA-4,2006,CA-4,House-G,House-G,SurveyUSA,325,10/21/2006,581,Democrat,41,Republican,51,NA,-10,11/7/2006,45.87,49.05,-3.18,6.82,-6.82,1,NA,NA
5382504,2006_House-G_DE-1,2006,DE-1,House-G,House-G,Fairleigh Dickinson University (PublicMind),92,10/21/2006,502,Democrat,24,Republican,59,NA,-35,11/7/2006,38.76,57.17,-18.41,16.59,-16.59,1,NA,NA
5382505,2006_House-G_IL-8,2006,IL-8,House-G,House-G,Richard Day Research Inc.,287,10/21/2006,500,Democrat,42,Republican,39,NA,3,11/7/2006,50.9,44.01,6.890000000000001,3.89,-3.89,1,NA,NA
5382506,2006_House-G_IN-9,2006,IN-9,House-G,House-G,SurveyUSA,325,10/21/2006,519,Democrat,47,Republican,43,NA,4,11/7/2006,50.01,45.49,4.52,0.52,-0.52,1,NA,NA
5382507,2006_House-G_PA-10,2006,PA-10,House-G,House-G,Franklin & Marshall College,106,10/21/2006,384,Democrat,50,Republican,38,NA,12,11/7/2006,52.9,47.01,5.89,6.11,6.11,1,NA,NA
5382508,2006_House-G_US,2006,US,House-G,House-G,ABC News/Washington Post,3,10/21/2006,875,Democrat,55,Republican,41,NA,14,11/7/2006,52.3,43.75,8.55,5.45,5.45,1,NA,NA
5382509,2006_House-G_US,2006,US,House-G,House-G,CNN/Opinion Research Corp.,37,10/21/2006,636,Democrat,57,Republican,40,NA,17,11/7/2006,52.3,43.75,8.55,8.45,8.45,1,NA,NA
5382510,2006_House-G_US,2006,US,House-G,House-G,Financial Dynamics,95,10/21/2006,580,Democrat,46,Republican,33,NA,13,11/7/2006,52.3,43.75,8.55,4.45,4.45,1,aka Hotline/Diageo,NA
5382511,2006_House-G_US,2006,US,House-G,House-G,Gallup,112,10/21/2006,1007,Democrat,54,Republican,41,NA,13,11/7/2006,52.3,43.75,8.55,4.45,4.45,1,NA,NA
5382513,2006_House-G_US,2006,US,House-G,House-G,RT Strategies,275,10/21/2006,807,Democrat,57,Republican,35,NA,22,11/7/2006,52.3,43.75,8.55,13.45,13.45,1,NA,NA
5382514,2006_House-G_WI-8,2006,WI-8,House-G,House-G,St. Norbert College,313,10/21/2006,400,Democrat,43,Republican,43,NA,0,11/7/2006,50.9,48.76,2.14,2.14,-2.14,0.5,NA,NA
5382515,2006_Sen-G_DE,2006,DE,Sen-G,Sen-G,Fairleigh Dickinson University (PublicMind),92,10/21/2006,502,Democrat,60,Republican,26,NA,34,11/7/2006,66.99,27.39,39.6,5.600000000000001,-5.600000000000001,1,NA,NA
5382516,2006_Sen-G_FL,2006,FL,Sen-G,Sen-G,Strategic Vision LLC,320,10/21/2006,1200,Democrat,58,Republican,35,NA,23,11/7/2006,60.3,38.1,22.2,0.8,0.8,1,NA,NA
5382517,2006_Sen-G_MN,2006,MN,Sen-G,Sen-G,St. Cloud State University,312,10/21/2006,504,Democrat,57,Republican,32,NA,25,11/7/2006,58.06,37.94,20.12,4.88,4.88,1,NA,NA
5382518,2006_Sen-G_PA,2006,PA,Sen-G,Sen-G,Temple University,336,10/21/2006,698,Democrat,54,Republican,38,NA,16,11/7/2006,58.64,41.28,17.36,1.36,-1.36,1,NA,NA
5382531,2006_House-G_AZ-8,2006,AZ-8,House-G,House-G,Zimmerman & Associates/Marketing Intelligence,394,10/22/2006,600,Democrat,48,Republican,38,NA,10,11/7/2006,54.25,42.09,12.16,2.16,-2.16,1,NA,NA
5382532,2006_House-G_IL-6,2006,IL-6,House-G,House-G,Richard Day Research Inc.,287,10/22/2006,500,Democrat,42,Republican,46,NA,-4,11/7/2006,48.65,51.35,-2.7,1.3,-1.3,1,NA,NA
5382533,2006_House-G_KY-4,2006,KY-4,House-G,House-G,SurveyUSA,325,10/22/2006,466,Democrat,44,Republican,46,NA,-2,11/7/2006,43.38,51.69,-8.31,6.31,6.31,1,NA,NA
