date,race,national,firm,dem
2020-07-28,9,FALSE,Data for Progress,0.5113636363636364
2020-07-28,16,FALSE,Data for Progress,0.5161290322580645
2020-07-28,21,FALSE,Data for Progress,0.5444444444444444
2020-07-28,15,TRUE,Morning Consult,0.5333333333333333
2020-07-29,26,FALSE,Other,0.40476190476190477
2020-07-29,9,FALSE,RMG Research,0.5263157894736842
2020-07-29,15,TRUE,Emerson College,0.5329113924050632
2020-07-29,15,TRUE,YouGov,0.5568181818181818
2020-07-29,15,TRUE,Morning Consult,0.5333333333333333
2020-07-30,21,FALSE,YouGov,0.5517241379310345
2020-07-30,7,FALSE,YouGov,0.48863636363636365
2020-07-30,16,FALSE,RMG Research,0.5393258426966292
2020-07-30,21,FALSE,Public Policy Polling,0.5217391304347826
2020-07-30,29,FALSE,Public Policy Polling,0.4835164835164835
2020-07-30,15,TRUE,Morning Consult,0.5274725274725275
2020-07-31,15,TRUE,Morning Consult,0.5333333333333333
2020-08-01,20,FALSE,Emerson College,0.4660121651904813
2020-08-01,9,FALSE,Monmouth University,0.4838709677419355
2020-08-01,9,FALSE,Monmouth University,0.49473684210526314
2020-08-01,9,FALSE,Monmouth University,0.49473684210526314
2020-08-01,13,FALSE,Quinnipiac University,0.4731182795698925
2020-08-01,16,FALSE,Quinnipiac University,0.5222222222222223
2020-08-01,29,FALSE,Quinnipiac University,0.5
2020-08-01,15,TRUE,Morning Consult,0.5274725274725275
2020-08-02,15,TRUE,Morning Consult,0.5333333333333333
2020-08-03,4,FALSE,OH Predictive Insights,0.5274725274725275
2020-08-03,16,FALSE,Critical Insights,0.5783132530120482
2020-08-03,16,FALSE,Critical Insights,0.5581395348837209
2020-08-03,4,FALSE,Other,0.5
2020-08-03,15,TRUE,Georgetown University (Battleground),0.5348986125933832
2020-08-03,15,TRUE,YouGov,0.5681818181818182
2020-08-03,15,TRUE,Morning Consult,0.5384615384615384
2020-08-04,19,FALSE,Garin-Hart-Yang Research Group,0.47191011235955055
2020-08-04,15,TRUE,Morning Consult,0.5444444444444444
2020-08-05,12,FALSE,Public Policy Polling,0.49411764705882355
2020-08-05,15,TRUE,Morning Consult,0.5384615384615384
2020-08-06,15,TRUE,Morning Consult,0.5444444444444444
2020-08-07,7,FALSE,SurveyUSA,0.4823529411764706
2020-08-07,8,FALSE,SurveyUSA,0.4342105263157895
2020-08-07,12,FALSE,SurveyUSA,0.4888888888888889
2020-08-07,15,TRUE,Marist College,0.532608695652174
2020-08-07,15,TRUE,Morning Consult,0.5625
2020-08-07,15,TRUE,Morning Consult,0.5384615384615384
2020-08-08,4,FALSE,Change Research,0.532608695652174
2020-08-08,17,FALSE,Change Research,0.5161290322580645
2020-08-08,21,FALSE,Change Research,0.5274725274725275
2020-08-08,21,FALSE,Harper Polling,0.5189873417721519
2020-08-08,32,FALSE,YouGov,0.4572127139364303
2020-08-08,15,TRUE,Morning Consult,0.5333333333333333
2020-08-09,18,FALSE,Emerson College,0.5182756396473877
2020-08-09,4,FALSE,Emerson College,0.5569769941947967
2020-08-09,21,FALSE,Emerson College,0.5165539752856144
2020-08-09,14,FALSE,ALG Research,0.3684210526315789
2020-08-09,14,FALSE,ALG Research,0.38823529411764707
2020-08-09,15,TRUE,Morning Consult,0.5274725274725275
2020-08-10,15,TRUE,YouGov,0.5568181818181818
2020-08-10,15,TRUE,Morning Consult,0.5274725274725275
2020-08-11,15,TRUE,Morning Consult,0.5333333333333333
2020-08-11,15,TRUE,NBC News/The Wall Street Journal,0.5280898876404494
2020-08-12,21,FALSE,East Carolina University,0.5267538644470868
2020-08-12,17,FALSE,Tarrance Group,0.5247844827586207
2020-08-12,7,FALSE,Garin-Hart-Yang Research Group,0.5106382978723404
2020-08-12,15,TRUE,Morning Consult,0.5333333333333333
2020-08-13,16,FALSE,Public Policy Polling,0.5268817204301075
2020-08-13,7,FALSE,Public Policy Polling,0.5
2020-08-13,9,FALSE,Public Policy Polling,0.5161290322580645
2020-08-13,17,FALSE,Hodas & Associates,0.5784122863941163
2020-08-13,15,TRUE,Data for Progress,0.5402298850574713
2020-08-13,15,TRUE,Morning Consult,0.5384615384615384
2020-08-14,15,TRUE,YouGov,0.5632183908045977
2020-08-14,15,TRUE,Morning Consult,0.5333333333333333
2020-08-15,33,FALSE,Other,0.6179775280898876
2020-08-15,15,TRUE,Morning Consult,0.5333333333333333
2020-08-16,21,FALSE,Redfield & Wilton Strategies,0.5529411764705883
2020-08-16,15,TRUE,Echelon Insights,0.550561797752809
2020-08-16,15,TRUE,Morning Consult,0.5333333333333333
2020-08-17,4,FALSE,Redfield & Wilton Strategies,0.6091954022988506
2020-08-17,17,FALSE,Redfield & Wilton Strategies,0.5517241379310345
2020-08-17,15,TRUE,USC Dornsife/Los Angeles Times,0.5441592456783657
2020-08-17,15,TRUE,YouGov,0.5632183908045977
2020-08-17,15,TRUE,Morning Consult,0.5333333333333333
2020-08-18,21,FALSE,Morning Consult,0.5465116279069767
2020-08-18,5,FALSE,Public Policy Polling,0.5483870967741935
2020-08-18,17,FALSE,Trafalgar Group,0.49208025343189016
2020-08-18,15,TRUE,USC Dornsife/Los Angeles Times,0.5426023084994753
2020-08-18,15,TRUE,Morning Consult,0.5333333333333333
2020-08-19,15,TRUE,USC Dornsife/Los Angeles Times,0.5434029600083972
2020-08-19,15,TRUE,Morning Consult,0.5333333333333333
2020-08-20,15,TRUE,USC Dornsife/Los Angeles Times,0.5430345117845118
2020-08-20,15,TRUE,Morning Consult,0.5333333333333333
2020-08-21,15,TRUE,USC Dornsife/Los Angeles Times,0.5409559907348915
2020-08-21,15,TRUE,Morning Consult,0.5274725274725275
2020-08-22,17,FALSE,Change Research,0.5263157894736842
2020-08-22,21,FALSE,Change Research,0.5531914893617021
2020-08-22,32,FALSE,Data for Progress,0.46511627906976744
2020-08-22,32,FALSE,Other,0.4883720930232558
2020-08-22,15,TRUE,USC Dornsife/Los Angeles Times,0.5455214465937762
2020-08-22,15,TRUE,YouGov,0.5617977528089888
2020-08-22,15,TRUE,Morning Consult,0.5274725274725275
2020-08-23,15,TRUE,USC Dornsife/Los Angeles Times,0.5437821927888153
2020-08-23,15,TRUE,Opinium,0.5663202933985331
2020-08-23,15,TRUE,Morning Consult,0.5274725274725275
2020-08-24,15,TRUE,USC Dornsife/Los Angeles Times,0.5436842105263158
2020-08-24,15,TRUE,McLaughlin & Associates,0.5053763440860215
2020-08-24,15,TRUE,YouGov,0.5465116279069767
2020-08-24,15,TRUE,Morning Consult,0.5384615384615384
2020-08-25,5,FALSE,Morning Consult,0.5517241379310345
2020-08-25,7,FALSE,Other,0.46433084434233196
2020-08-25,8,FALSE,Other,0.42240985851209495
2020-08-25,15,TRUE,USC Dornsife/Los Angeles Times,0.5430282652096249
2020-08-25,15,TRUE,Morning Consult,0.5384615384615384
2020-08-26,15,TRUE,USC Dornsife/Los Angeles Times,0.5390182504719949
2020-08-26,15,TRUE,Morning Consult,0.5274725274725275
2020-08-27,1,FALSE,Public Policy Polling,0.5
2020-08-27,15,TRUE,USC Dornsife/Los Angeles Times,0.5390115667718192
2020-08-27,15,TRUE,YouGov,0.5632183908045977
2020-08-27,15,TRUE,Morning Consult,0.5274725274725275
2020-08-28,17,FALSE,Public Policy Polling,0.5465116279069767
2020-08-28,15,TRUE,USC Dornsife/Los Angeles Times,0.5388007980678358
2020-08-28,15,TRUE,Selzer & Co.,0.5393258426966292
2020-08-28,15,TRUE,Morning Consult,0.5274725274725275
2020-08-29,21,FALSE,East Carolina University,0.5028506271379704
2020-08-29,19,FALSE,Other,0.49382716049382713
2020-08-29,15,TRUE,USC Dornsife/Los Angeles Times,0.5369805365597055
2020-08-29,15,TRUE,Morning Consult,0.5274725274725275
2020-08-30,23,FALSE,University of New Hampshire,0.6
2020-08-30,23,FALSE,University of New Hampshire,0.5888888888888889
2020-08-30,32,FALSE,University of Texas at Tyler,0.41379310344827586
2020-08-30,32,FALSE,University of Texas at Tyler,0.417910447761194
2020-08-30,25,FALSE,Other,0.550561797752809
2020-08-30,5,FALSE,Other,0.5531914893617021
2020-08-30,4,FALSE,Other,0.5026178010471204
2020-08-30,15,TRUE,USC Dornsife/Los Angeles Times,0.5376694336450563
2020-08-30,15,TRUE,Morning Consult,0.5274725274725275
2020-08-30,15,TRUE,Suffolk University,0.5295429208472686
2020-08-31,4,FALSE,Fox News/Beacon Research/Shaw & Co. Research,0.5913978494623656
2020-08-31,4,FALSE,Fox News/Beacon Research/Shaw & Co. Research,0.5894736842105263
2020-08-31,21,FALSE,Fox News/Beacon Research/Shaw & Co. Research,0.5402298850574713
2020-08-31,21,FALSE,Fox News/Beacon Research/Shaw & Co. Research,0.5333333333333333
2020-08-31,18,FALSE,Harper Polling,0.5119047619047619
2020-08-31,21,FALSE,Monmouth University,0.5054945054945055
2020-08-31,21,FALSE,Monmouth University,0.5108695652173914
2020-08-31,21,FALSE,Monmouth University,0.5
2020-08-31,10,FALSE,Spry Strategies,0.3418845584607795
2020-08-31,15,TRUE,USC Dornsife/Los Angeles Times,0.5356053434311561
2020-08-31,15,TRUE,YouGov,0.5730337078651685
2020-08-31,15,TRUE,Morning Consult,0.5384615384615384
2020-09-01,32,FALSE,Public Policy Polling,0.47619047619047616
2020-09-01,4,FALSE,Redfield & Wilton Strategies,0.5824175824175825
2020-09-01,17,FALSE,Redfield & Wilton Strategies,0.5681818181818182
2020-09-01,21,FALSE,Redfield & Wilton Strategies,0.5595238095238095
2020-09-01,7,FALSE,National Research Inc.,0.5
2020-09-01,8,FALSE,National Research Inc.,0.4264705882352941
2020-09-01,9,FALSE,National Research Inc.,0.4673913043478261
2020-09-01,17,FALSE,National Research Inc.,0.5227272727272727
2020-09-01,15,TRUE,USC Dornsife/Los Angeles Times,0.5380812118661897
2020-09-01,15,TRUE,Morning Consult,0.532608695652174
2020-09-02,17,FALSE,Tarrance Group,0.5053763440860215
2020-09-02,17,FALSE,Glengariff Group,0.5183867141162515
2020-09-02,20,FALSE,Fabrizio Ward/Hart Research Associates,0.4845360824742268
2020-09-02,16,FALSE,Fabrizio Ward/Hart Research Associates,0.5052631578947369
2020-09-02,5,FALSE,Fabrizio Ward/Hart Research Associates,0.5257731958762887
2020-09-02,7,FALSE,Fabrizio Ward/Hart Research Associates,0.5052631578947369
2020-09-02,8,FALSE,Fabrizio Ward/Hart Research Associates,0.45
2020-09-02,9,FALSE,Fabrizio Ward/Hart Research Associates,0.47368421052631576
2020-09-02,16,FALSE,Fabrizio Ward/Hart Research Associates,0.5376344086021505
2020-09-02,17,FALSE,Rasmussen Reports/Pulse Opinion Research,0.5424270072992701
2020-09-02,33,FALSE,Other,0.5913978494623656
2020-09-02,15,TRUE,USC Dornsife/Los Angeles Times,0.5351652979574648
2020-09-02,15,TRUE,Morning Consult,0.5384615384615384
2020-09-03,18,FALSE,Public Policy Polling,0.5444444444444444
2020-09-03,21,FALSE,Other,0.5185185185185185
2020-09-03,17,FALSE,Other,0.5232558139534884
2020-09-03,4,FALSE,Other,0.5161290322580645
2020-09-03,15,TRUE,USC Dornsife/Los Angeles Times,0.5354405124435577
2020-09-03,15,TRUE,Morning Consult,0.532608695652174
2020-09-04,15,TRUE,USC Dornsife/Los Angeles Times,0.5363034569717348
2020-09-04,15,TRUE,Morning Consult,0.5274725274725275
2020-09-05,4,FALSE,Change Research,0.53125
2020-09-05,17,FALSE,Change Research,0.5208333333333334
2020-09-05,21,FALSE,Change Research,0.5368421052631579
2020-09-05,26,FALSE,Other,0.36403995560488345
2020-09-05,15,TRUE,USC Dornsife/Los Angeles Times,0.5308201197101754
2020-09-05,15,TRUE,Monmouth University,0.532608695652174
2020-09-05,15,TRUE,Monmouth University,0.5212765957446809
2020-09-05,15,TRUE,Garin-Hart-Yang Research Group,0.5434782608695652
2020-09-05,15,TRUE,Morning Consult,0.5274725274725275
2020-09-06,24,FALSE,Emerson College,0.6517891010241497
2020-09-06,18,FALSE,SurveyUSA,0.5662211421628189
2020-09-06,16,FALSE,Citizen Data,0.5537822474857893
2020-09-06,4,FALSE,Other,0.55
2020-09-06,21,FALSE,Other,0.5256410256410257
2020-09-06,15,TRUE,USC Dornsife/Los Angeles Times,0.5288380872483222
2020-09-06,15,TRUE,Morning Consult,0.5333333333333333
2020-09-07,21,FALSE,Rasmussen Reports/Pulse Opinion Research,0.5151045701006971
2020-09-07,15,TRUE,USC Dornsife/Los Angeles Times,0.5286670851642603
2020-09-07,15,TRUE,Opinium,0.5381024860476915
2020-09-07,15,TRUE,YouGov,0.5411764705882353
2020-09-07,15,TRUE,YouGov,0.5393258426966292
2020-09-07,15,TRUE,Morning Consult,0.5274725274725275
2020-09-08,15,TRUE,USC Dornsife/Los Angeles Times,0.5290045106472254
2020-09-08,15,TRUE,Climate Nexus,0.5543478260869565
2020-09-08,15,TRUE,Morning Consult,0.532608695652174
2020-09-09,18,FALSE,Siena College/The New York Times Upshot,0.550561797752809
2020-09-09,4,FALSE,OH Predictive Insights,0.5531914893617021
2020-09-09,15,TRUE,USC Dornsife/Los Angeles Times,0.5276582344914453
2020-09-09,15,TRUE,Morning Consult,0.5274725274725275
2020-09-10,4,FALSE,Gravis Marketing,0.5274725274725275
2020-09-10,4,FALSE,YouGov,0.5384615384615384
2020-09-10,18,FALSE,YouGov,0.5402298850574713
2020-09-10,21,FALSE,Trafalgar Group,0.5043763676148796
2020-09-10,15,TRUE,USC Dornsife/Los Angeles Times,0.5283613445378151
2020-09-10,15,TRUE,YouGov,0.5632183908045977
2020-09-10,15,TRUE,Morning Consult,0.5384615384615384
2020-09-11,21,FALSE,SSRS,0.5111111111111111
2020-09-11,21,FALSE,SSRS,0.5053763440860215
2020-09-11,15,TRUE,USC Dornsife/Los Angeles Times,0.5298938741199958
2020-09-11,15,TRUE,RMG Research,0.5287356321839081
2020-09-11,15,TRUE,Morning Consult,0.5274725274725275
2020-09-12,21,FALSE,SurveyUSA,0.5402298850574713
2020-09-12,13,FALSE,Quinnipiac University,0.43617021276595747
2020-09-12,16,FALSE,Quinnipiac University,0.5625
2020-09-12,29,FALSE,Quinnipiac University,0.5
2020-09-12,4,FALSE,Siena College/The New York Times Upshot,0.5434782608695652
2020-09-12,17,FALSE,EPIC-MRA,0.5232558139534884
2020-09-12,4,FALSE,Morning Consult,0.540707467714767
2020-09-12,5,FALSE,Morning Consult,0.5123560326512355
2020-09-12,7,FALSE,Morning Consult,0.4969689904406622
2020-09-12,17,FALSE,Morning Consult,0.54524627720504
2020-09-12,21,FALSE,Morning Consult,0.5380890516121413
2020-09-12,29,FALSE,Morning Consult,0.5038125759752459
2020-09-12,32,FALSE,Morning Consult,0.46103117505995206
2020-09-12,4,FALSE,Patinkin Research Strategies,0.5263157894736842
2020-09-12,15,TRUE,USC Dornsife/Los Angeles Times,0.5326121205755697
2020-09-12,15,TRUE,Morning Consult,0.5333333333333333
2020-09-13,21,FALSE,Suffolk University,0.5239294710327456
2020-09-13,4,FALSE,Monmouth University,0.5319148936170213
2020-09-13,4,FALSE,Monmouth University,0.5208333333333334
2020-09-13,4,FALSE,Monmouth University,0.5051546391752577
2020-09-13,16,FALSE,Siena College/The New York Times Upshot,0.5268817204301075
2020-09-13,21,FALSE,Siena College/The New York Times Upshot,0.5316455696202531
2020-09-13,16,FALSE,Siena College/The New York Times Upshot,0.5454545454545454
2020-09-13,17,FALSE,Redfield & Wilton Strategies,0.5930232558139535
2020-09-13,17,FALSE,Ipsos,0.532608695652174
2020-09-13,21,FALSE,Ipsos,0.5217391304347826
2020-09-13,4,FALSE,Ipsos,0.5494505494505495
2020-09-13,15,TRUE,USC Dornsife/Los Angeles Times,0.529936974789916
2020-09-13,15,TRUE,Morning Consult,0.5217391304347826
2020-09-14,4,FALSE,Redfield & Wilton Strategies,0.5977011494252874
2020-09-14,21,FALSE,Redfield & Wilton Strategies,0.5632183908045977
2020-09-14,7,FALSE,Redfield & Wilton Strategies,0.5
2020-09-14,8,FALSE,Redfield & Wilton Strategies,0.4444444444444444
2020-09-14,18,FALSE,Redfield & Wilton Strategies,0.5862068965517241
2020-09-14,15,TRUE,USC Dornsife/Los Angeles Times,0.5308667854522586
2020-09-14,15,TRUE,Other,0.550561797752809
2020-09-14,15,TRUE,YouGov,0.5402298850574713
2020-09-14,15,TRUE,YouGov,0.5393258426966292
2020-09-14,15,TRUE,Morning Consult,0.5274725274725275
2020-09-15,20,FALSE,Siena College/The New York Times Upshot,0.4943820224719101
2020-09-15,8,FALSE,GBAO,0.4606741573033708
2020-09-15,4,FALSE,Other,0.5106382978723404
2020-09-15,21,FALSE,Morning Consult,0.5529411764705883
2020-09-15,4,FALSE,Morning Consult,0.550561797752809
2020-09-15,29,FALSE,Morning Consult,0.4945054945054945
2020-09-15,13,FALSE,Morning Consult,0.4157303370786517
2020-09-15,17,FALSE,Morning Consult,0.5402298850574713
2020-09-15,32,FALSE,Morning Consult,0.4642857142857143
2020-09-15,2,FALSE,Morning Consult,0.3953488372093023
2020-09-15,7,FALSE,Morning Consult,0.5057471264367817
2020-09-15,5,FALSE,Morning Consult,0.5384615384615384
2020-09-15,7,FALSE,University of Georgia,0.4868995633187773
2020-09-15,8,FALSE,University of Georgia,0.44654088050314467
2020-09-15,7,FALSE,GBAO,0.5051546391752577
2020-09-15,17,FALSE,Other,0.5241379310344828
2020-09-15,33,FALSE,Other,0.5714285714285714
2020-09-15,12,FALSE,Other,0.47560975609756095
2020-09-15,15,TRUE,USC Dornsife/Los Angeles Times,0.5316455696202531
2020-09-15,15,TRUE,Morning Consult,0.5274725274725275
2020-09-15,15,TRUE,NBC News/The Wall Street Journal,0.5384615384615384
2020-09-16,9,FALSE,Other,0.5172413793103449
2020-09-16,17,FALSE,Marketing Resource Group (MRG),0.5121951219512195
2020-09-16,7,FALSE,Data for Progress,0.4880952380952381
2020-09-16,7,FALSE,Data for Progress,0.5
2020-09-16,8,FALSE,Data for Progress,0.4819277108433735
2020-09-16,12,FALSE,Data for Progress,0.5
2020-09-16,12,FALSE,Data for Progress,0.5
2020-09-16,13,FALSE,Data for Progress,0.4588235294117647
2020-09-16,13,FALSE,Data for Progress,0.4606741573033708
2020-09-16,17,FALSE,Data for Progress,0.5280898876404494
2020-09-16,15,FALSE,Other,0.5555555555555556
2020-09-16,15,TRUE,USC Dornsife/Los Angeles Times,0.5328169161519941
2020-09-16,15,TRUE,YouGov,0.5402298850574713
2020-09-16,15,TRUE,Morning Consult,0.5274725274725275
2020-09-17,32,FALSE,YouGov,0.47126436781609193
2020-09-17,21,FALSE,Emerson College,0.5324265505984765
2020-09-17,4,FALSE,ABC News/The Washington Post,0.5263157894736842
2020-09-17,4,FALSE,ABC News/The Washington Post,0.5051546391752577
2020-09-17,15,TRUE,USC Dornsife/Los Angeles Times,0.5331520602384437
2020-09-17,15,TRUE,Morning Consult,0.5274725274725275
2020-09-18,7,FALSE,Siena College/The New York Times Upshot,0.4810126582278481
2020-09-18,8,FALSE,Siena College/The New York Times Upshot,0.4166666666666667
2020-09-18,4,FALSE,Garin-Hart-Yang Research Group,0.5612244897959183
2020-09-18,17,FALSE,Garin-Hart-Yang Research Group,0.5434782608695652
2020-09-18,15,TRUE,USC Dornsife/Los Angeles Times,0.5326438942860128
2020-09-18,15,TRUE,Other,0.5529999999999999
2020-09-18,15,TRUE,Morning Consult,0.5384615384615384
2020-09-19,16,FALSE,Suffolk University,0.5572354211663068
2020-09-19,16,FALSE,Suffolk University,0.5432900432900433
2020-09-19,21,FALSE,Harper Polling,0.5365853658536586
2020-09-19,4,FALSE,Change Research,0.5425531914893617
2020-09-19,17,FALSE,Change Research,0.5319148936170213
2020-09-19,21,FALSE,Change Research,0.5274725274725275
2020-09-19,7,FALSE,Monmouth University,0.4666666666666667
2020-09-19,7,FALSE,Monmouth University,0.4725274725274725
2020-09-19,7,FALSE,Monmouth University,0.45652173913043476
2020-09-19,8,FALSE,Monmouth University,0.4444444444444444
2020-09-19,8,FALSE,Monmouth University,0.4457831325301205
2020-09-19,8,FALSE,Monmouth University,0.43373493975903615
2020-09-19,9,FALSE,Siena College/The New York Times Upshot,0.5121951219512195
2020-09-19,32,FALSE,Siena College/The New York Times Upshot,0.4625
2020-09-19,32,FALSE,Quinnipiac University,0.45652173913043476
2020-09-19,26,FALSE,Other,0.39473684210526316
2020-09-19,4,FALSE,Data for Progress,0.5529411764705883
2020-09-19,32,FALSE,Data for Progress,0.48717948717948717
2020-09-19,15,TRUE,USC Dornsife/Los Angeles Times,0.5346358792184724
2020-09-19,15,TRUE,Morning Consult,0.5340909090909091
2020-09-19,15,TRUE,Morning Consult,0.5384615384615384
2020-09-20,9,FALSE,Monmouth University,0.5
2020-09-20,9,FALSE,Monmouth University,0.5157894736842106
2020-09-20,9,FALSE,Monmouth University,0.5052631578947369
2020-09-20,16,FALSE,Other,0.5638297872340425
2020-09-20,21,FALSE,Other,0.5076560659599528
2020-09-20,15,TRUE,USC Dornsife/Los Angeles Times,0.5364757525083611
2020-09-20,15,TRUE,Morning Consult,0.532608695652174
2020-09-21,16,FALSE,Other,0.5
2020-09-21,17,FALSE,Marist College,0.532608695652174
2020-09-21,17,FALSE,Marist College,0.5268817204301075
2020-09-21,23,FALSE,University of Massachusetts Lowell,0.6021505376344086
2020-09-21,15,TRUE,USC Dornsife/Los Angeles Times,0.5369344896040121
2020-09-21,15,TRUE,YouGov,0.5402298850574713
2020-09-21,15,TRUE,YouGov,0.5222222222222223
2020-09-21,15,TRUE,Morning Consult,0.532608695652174
2020-09-22,18,FALSE,Suffolk University,0.5628140703517588
2020-09-22,18,FALSE,Mason-Dixon Polling & Strategy,0.5444444444444444
2020-09-22,1,FALSE,Other,0.4945054945054945
2020-09-22,21,FALSE,University of Massachusetts Lowell,0.532608695652174
2020-09-22,32,FALSE,University of Massachusetts Lowell,0.4444444444444444
2020-09-22,15,TRUE,USC Dornsife/Los Angeles Times,0.5353008655751381
2020-09-22,15,TRUE,Echelon Insights,0.5274725274725275
2020-09-22,15,TRUE,YouGov,0.5454545454545454
2020-09-22,15,TRUE,YouGov,0.550561797752809
2020-09-22,15,TRUE,Morning Consult,0.532608695652174
2020-09-23,29,FALSE,brilliant corners Research & Strategies,0.5113636363636364
2020-09-23,20,FALSE,Other,0.5104166666666666
2020-09-23,15,TRUE,USC Dornsife/Los Angeles Times,0.5395750885232243
2020-09-23,15,TRUE,Morning Consult,0.532608695652174
2020-09-24,7,FALSE,YouGov,0.47191011235955055
2020-09-24,21,FALSE,YouGov,0.5581395348837209
2020-09-24,29,FALSE,YouGov,0.4943820224719101
2020-09-24,17,FALSE,Trafalgar Group,0.4994708994708995
2020-09-24,6,FALSE,Other,0.6785714285714286
2020-09-24,33,FALSE,Cygnal,0.5510869565217391
2020-09-24,15,TRUE,USC Dornsife/Los Angeles Times,0.5388848510019728
2020-09-24,15,TRUE,Morning Consult,0.5274725274725275
2020-09-25,7,FALSE,Quinnipiac University,0.5051546391752577
2020-09-25,8,FALSE,Quinnipiac University,0.4943820224719101
2020-09-25,29,FALSE,Quinnipiac University,0.5
2020-09-25,4,FALSE,Data for Progress,0.5483870967741935
2020-09-25,9,FALSE,Data for Progress,0.5054945054945055
2020-09-25,9,FALSE,Data for Progress,0.5116279069767442
2020-09-25,16,FALSE,Data for Progress,0.5494505494505495
2020-09-25,16,FALSE,Data for Progress,0.5434782608695652
2020-09-25,29,FALSE,Data for Progress,0.4943820224719101
2020-09-25,29,FALSE,Data for Progress,0.4946236559139785
2020-09-25,21,FALSE,ALG Research,0.5638297872340425
2020-09-25,9,FALSE,Other,0.5666666666666667
2020-09-25,7,FALSE,Redfield & Wilton Strategies,0.5280898876404494
2020-09-25,8,FALSE,Redfield & Wilton Strategies,0.5060240963855421
2020-09-25,15,TRUE,USC Dornsife/Los Angeles Times,0.5379977128599647
2020-09-25,15,TRUE,McLaughlin & Associates,0.5106382978723404
2020-09-25,15,TRUE,Morning Consult,0.5274725274725275
2020-09-26,12,FALSE,GBAO,0.5113636363636364
2020-09-26,23,FALSE,University of New Hampshire,0.5684210526315789
2020-09-26,7,FALSE,Garin-Hart-Yang Research Group,0.4842105263157895
2020-09-26,9,FALSE,Garin-Hart-Yang Research Group,0.5
2020-09-26,21,FALSE,Garin-Hart-Yang Research Group,0.5684210526315789
2020-09-26,8,FALSE,Garin-Hart-Yang Research Group,0.4431818181818182
2020-09-26,4,FALSE,Morning Consult,0.5730337078651685
2020-09-26,29,FALSE,GBAO,0.5052631578947369
2020-09-26,15,TRUE,USC Dornsife/Los Angeles Times,0.5369022869022869
2020-09-26,15,TRUE,Morning Consult,0.5274725274725275
2020-09-26,15,TRUE,Monmouth University,0.5376344086021505
2020-09-26,15,TRUE,Monmouth University,0.5319148936170213
2020-09-27,4,FALSE,Other,0.5217391304347826
2020-09-27,17,FALSE,Trafalgar Group,0.5073839662447257
2020-09-27,23,FALSE,Other,0.5833333333333334
2020-09-27,4,FALSE,Other,0.5543478260869565
2020-09-27,15,TRUE,USC Dornsife/Los Angeles Times,0.5407399709000208
2020-09-27,15,TRUE,Morning Consult,0.5274725274725275
2020-09-28,7,FALSE,Civiqs,0.5106382978723404
2020-09-28,8,FALSE,Civiqs,0.4945054945054945
2020-09-28,7,FALSE,Civiqs,0.5
2020-09-28,7,FALSE,Civiqs,0.5568181818181818
2020-09-28,7,FALSE,Civiqs,0.4634146341463415
2020-09-28,7,FALSE,Civiqs,0.5268817204301075
2020-09-28,12,FALSE,Civiqs,0.46236559139784944
2020-09-28,27,FALSE,Civiqs,0.6111111111111112
2020-09-28,4,FALSE,Suffolk University,0.550561797752809
2020-09-28,15,TRUE,USC Dornsife/Los Angeles Times,0.5395885286783042
2020-09-28,15,TRUE,Winston Group,0.5227272727272727
2020-09-28,15,TRUE,Morning Consult,0.532608695652174
2020-09-29,16,FALSE,Critical Insights,0.5227272727272727
2020-09-29,16,FALSE,Critical Insights,0.5222222222222223
2020-09-29,1,FALSE,Other,0.4782608695652174
2020-09-29,12,FALSE,Other,0.5201696080678433
2020-09-29,32,FALSE,YouGov,0.45652173913043476
2020-09-29,15,TRUE,USC Dornsife/Los Angeles Times,0.537693667463866
2020-09-29,15,TRUE,Morning Consult,0.532608695652174
2020-09-29,15,TRUE,YouGov,0.5402298850574713
2020-09-29,15,TRUE,YouGov,0.5333333333333333
2020-09-30,23,FALSE,Emerson College,0.5792235047219307
2020-09-30,17,FALSE,Public Policy Polling,0.5393258426966292
2020-09-30,25,FALSE,Public Policy Polling,0.5543478260869565
2020-09-30,15,TRUE,USC Dornsife/Los Angeles Times,0.5400124714196632
2020-09-30,15,TRUE,Data for Progress,0.550561797752809
2020-09-30,15,TRUE,Morning Consult,0.5274725274725275
2020-10-01,7,FALSE,University of Georgia,0.4584717607973422
2020-10-01,8,FALSE,University of Georgia,0.4465894465894466
2020-10-01,15,TRUE,USC Dornsife/Los Angeles Times,0.539502446133028
2020-10-01,15,TRUE,YouGov,0.5232558139534884
2020-10-01,15,TRUE,YouGov,0.5454545454545454
2020-10-01,15,TRUE,Morning Consult,0.5274725274725275
2020-10-02,4,FALSE,Siena College/The New York Times Upshot,0.5617977528089888
2020-10-02,2,FALSE,Auburn University at Montgomery,0.43808532778355885
2020-10-02,17,FALSE,Glengariff Group,0.5319905213270142
2020-10-02,4,FALSE,Other,0.5347593582887701
2020-10-02,20,FALSE,Data for Progress,0.5052631578947369
2020-10-02,21,FALSE,Data for Progress,0.5617977528089888
2020-10-02,32,FALSE,Data for Progress,0.4827586206896552
2020-10-02,4,FALSE,Other,0.5280898876404494
2020-10-02,29,FALSE,ALG Research,0.5
2020-10-02,1,FALSE,Patinkin Research Strategies,0.5053763440860215
2020-10-02,4,FALSE,Patinkin Research Strategies,0.5263157894736842
